"SETTLEMENT_DATE","SETTLEMENT_PERIOD","ND","TSD","ENGLAND_WALES_DEMAND","EMBEDDED_WIND_GENERATION","EMBEDDED_WIND_CAPACITY","EMBEDDED_SOLAR_GENERATION","EMBEDDED_SOLAR_CAPACITY","NON_BM_STOR","PUMP_STORAGE_PUMPING","SCOTTISH_TRANSFER","IFA_FLOW","IFA2_FLOW","BRITNED_FLOW","MOYLE_FLOW","EAST_WEST_FLOW","NEMO_FLOW","NSL_FLOW","ELECLINK_FLOW","VIKING_FLOW","GREENLINK_FLOW"
"2026-01-29",25,37895,42273,35037,2573,6606,2097,21504,0,10,3438,383,706,-882,0,193,-1022,-1453,566,-411,190
"2026-01-29",26,37618,41993,34787,2599,6606,2155,21504,0,10,3506,437,748,-880,0,194,-1022,-1453,604,-410,190
"2026-01-29",27,37607,42263,34709,2594,6606,1665,21504,0,6,3528,627,559,-1068,12,193,-1022,-1453,685,-507,190
"2026-01-29",28,37495,42156,34497,2589,6606,1334,21504,0,5,3454,652,552,-1075,150,193,-1022,-1453,689,-506,190
"2026-01-29",29,37712,42096,34699,2653,6606,993,21504,0,11,3635,627,760,-1076,201,194,-1022,-1453,630,-222,190
"2026-01-29",30,37798,42161,34884,2717,6606,656,21504,0,14,3642,624,775,-1070,197,129,-1022,-1453,625,-204,190
"2026-01-29",31,37853,41445,34935,2745,6606,412,21504,0,15,3507,956,805,-322,131,55,-922,-1453,592,-271,190
"2026-01-29",32,38703,42278,35787,2773,6606,167,21504,0,16,3853,1001,802,-254,58,16,-919,-1453,577,-270,190
"2026-01-29",33,39305,42638,36362,2791,6606,22,21504,0,16,4192,829,635,-303,1,114,-872,-1453,128,-83,190
"2026-01-29",34,40927,44203,37820,2809,6606,0,21504,0,14,4252,804,611,-305,71,23,-870,-1439,106,-48,147
"2026-01-29",35,42129,45349,38816,2891,6606,0,21504,0,14,4444,270,149,-320,49,0,-1017,-1269,346,752,19
"2026-01-29",36,42235,45431,38888,2973,6606,0,21504,0,14,4431,197,115,-321,19,0,-1022,-1217,353,812,-22
"2026-01-29",37,42090,45281,38761,3011,6606,0,21504,0,14,4623,23,26,-521,0,-54,-1022,-824,81,1006,-156
"2026-01-29",38,41543,44756,38308,3048,6606,0,21504,0,14,4738,2,20,-529,0,-10,-1021,-755,62,1009,-284
"2026-01-29",39,40828,43304,37697,3105,6606,0,21504,0,14,4769,2,12,-303,0,0,-765,-491,14,595,-303
"2026-01-29",40,39383,41665,36373,3162,6606,0,21504,0,10,4972,4,28,-293,0,0,-754,-428,21,565,-197
"2026-01-29",41,38773,40050,35892,3167,6606,0,21504,0,6,4941,850,616,-106,-15,0,-415,-51,345,571,-84
"2026-01-29",42,37425,38541,34629,3171,6606,0,21504,0,6,4943,973,649,-104,0,54,-401,-5,361,577,24
"2026-01-29",43,35347,36787,32708,3237,6606,0,21504,0,6,5033,703,395,-271,0,10,-504,-5,138,777,-54
"2026-01-29",44,33935,35418,31482,3303,6606,0,21504,0,9,5075,666,371,-278,-9,0,-509,-5,124,791,-73
"2026-01-29",45,31873,33079,29588,3274,6606,0,21504,0,86,5101,563,182,141,-90,0,-377,-5,89,781,-48
"2026-01-29",46,30217,31208,28086,3244,6606,0,21504,0,11,5304,548,171,152,-9,4,-371,26,91,785,68
"2026-01-29",47,28193,29157,26243,3289,6606,0,21504,0,293,5109,906,253,104,0,1,-71,400,202,990,82
"2026-01-29",48,26709,27676,24927,3334,6606,0,21504,0,307,4896,954,260,102,0,0,-60,450,215,1009,39
"2026-01-30",1,27224,28199,25350,3340,6606,0,21504,0,340,4814,955,318,2,0,0,40,505,416,1176,-35
"2026-01-30",2,27990,29022,26125,3345,6606,0,21504,0,432,4663,955,325,0,0,0,44,482,434,1187,84
"2026-01-30",3,27933,29345,26116,3337,6606,0,21504,0,812,4739,984,458,0,0,0,65,109,615,1123,82
"2026-01-30",4,27150,28892,25396,3328,6606,0,21504,0,1112,5132,988,476,0,-1,0,62,47,636,1116,-29
"2026-01-30",5,26545,29244,24901,3295,6606,0,21504,0,1017,5276,994,833,-283,-64,0,-417,-150,952,1018,-168
"2026-01-30",6,26405,29311,24858,3261,6606,0,21504,0,1103,5435,995,859,-310,-5,0,-439,-203,971,1006,-246
"2026-01-30",7,25514,29118,23953,3237,6606,0,21504,0,1114,5294,995,918,-447,0,0,-645,-580,944,807,-218
"2026-01-30",8,25154,28787,23654,3213,6606,0,21504,0,1107,5376,995,913,-452,-13,0,-653,-630,940,791,-178
"2026-01-30",9,24836,28854,23375,3225,6606,0,21504,0,991,5519,900,611,-567,-120,0,-840,-673,830,831,-227
"2026-01-30",10,24769,28822,23319,3237,6606,0,21504,0,1221,5405,886,575,-571,-81,0,-847,-649,802,841,-84
"2026-01-30",11,25064,28622,23638,3310,6606,0,21504,0,1113,5184,307,32,-562,56,0,-1016,-267,63,1105,16
"2026-01-30",12,25952,29267,24449,3382,6606,0,21504,0,912,5060,228,-5,-562,36,13,-1021,-215,16,1121,143
"2026-01-30",13,28423,31028,26716,3453,6606,0,21504,0,309,5140,27,-5,-524,145,112,-1021,-146,44,1002,200
"2026-01-30",14,30723,33282,28839,3524,6606,0,21504,0,266,4993,4,-4,-522,108,22,-1021,-146,46,989,200
"2026-01-30",15,33494,36006,31381,3543,6606,0,21504,0,246,5257,509,22,-557,196,43,-853,-256,21,804,197
"2026-01-30",16,34823,37107,32580,3561,6606,0,21504,0,28,5650,583,30,-556,90,2,-847,-253,32,792,200
"2026-01-30",17,36222,37669,33812,3564,6606,50,21504,0,18,5613,712,287,-162,1,0,-635,-32,448,832,176
"2026-01-30",18,36908,38286,34372,3566,6606,351,21504,0,14,5607,730,320,-144,0,0,-620,10,488,840,43
"2026-01-30",19,38077,38849,35433,3485,6606,904,21504,0,17,5197,963,858,113,-59,0,-29,178,925,995,-67
"2026-01-30",20,37837,38688,35163,3403,6606,1586,21504,0,17,4894,994,896,122,-16,0,0,221,954,1004,-218
"2026-01-30",21,37596,38575,34828,3376,6606,2010,21504,0,17,4847,994,941,151,0,0,242,504,995,961,-362
"2026-01-30",22,37390,38385,34599,3349,6606,2505,21504,0,17,5010,994,945,152,0,0,251,569,998,958,-378
"2026-01-30",23,37232,38225,34432,3298,6606,2683,21504,0,17,4788,995,975,212,-1,0,80,936,998,987,-375
"2026-01-30",24,36605,37569,33813,3246,6606,3029,21504,0,9,4812,994,977,212,-89,0,74,1005,999,989,-266
"2026-01-30",25,36556,37759,33729,3284,6606,2933,21504,0,9,4611,994,991,2,-241,0,218,1295,999,926,-353
"2026-01-30",26,36423,37674,33647,3322,6606,3178,21504,0,9,4493,994,992,0,-280,0,223,1325,999,923,-362
"2026-01-30",27,36494,37855,33712,3255,6606,2688,21504,0,9,4364,995,992,214,-379,-1,172,1237,999,1012,-372
"2026-01-30",28,36084,37624,33235,3187,6606,2326,21504,0,9,4140,994,992,231,-431,-61,170,1196,999,1024,-439
"2026-01-30",29,36079,37422,33188,3187,6606,2018,21504,0,9,4170,995,992,392,-319,-4,73,824,999,1235,-411
"2026-01-30",30,35983,37529,33157,3187,6606,1197,21504,0,8,4128,994,992,398,-400,-35,69,769,999,1254,-503
"2026-01-30",31,36115,37864,33258,3173,6606,701,21504,0,8,4031,994,992,552,-450,-177,67,671,999,1347,-514
"2026-01-30",32,36558,38459,33740,3158,6606,408,21504,0,8,4140,994,992,559,-451,-328,67,689,998,1350,-514
"2026-01-30",33,37375,39394,34510,3242,6606,83,21504,0,8,4019,993,992,887,-450,-447,161,1061,998,1170,-514
"2026-01-30",34,38340,40442,35398,3326,6606,3,21504,0,8,4086,993,993,901,-450,-531,164,1127,998,1162,-513
"2026-01-30",35,39931,42035,36826,3479,6606,0,21504,0,8,4199,992,992,1055,-451,-531,340,1367,987,1351,-514
"2026-01-30",36,40040,42145,36923,3632,6606,0,21504,0,8,4162,993,984,1061,-452,-531,352,1397,982,1367,-514
"2026-01-30",37,39511,41614,36449,3665,6606,0,21504,0,8,3939,992,679,1061,-451,-531,900,1397,829,1419,-513
"2026-01-30",38,38483,40587,35501,3698,6606,0,21504,0,8,3941,992,667,1061,-451,-531,926,1397,824,1422,-514
"2026-01-30",39,37647,39751,34736,3808,6606,0,21504,0,8,3962,992,969,1061,-451,-531,834,1397,987,1359,-514
"2026-01-30",40,36368,38471,33516,3917,6606,0,21504,0,8,3942,992,990,1054,-451,-531,831,1397,998,1356,-513
"2026-01-30",41,35422,37526,32687,3934,6606,0,21504,0,8,4179,992,992,1062,-451,-531,934,1397,997,1418,-514
"2026-01-30",42,34211,36315,31586,3950,6606,0,21504,0,8,3912,992,990,1061,-451,-531,938,1397,992,1422,-514
"2026-01-30",43,32454,34558,30002,3899,6606,0,21504,0,8,3867,992,901,1061,-451,-531,804,1397,807,1359,-514
"2026-01-30",44,30865,32969,28571,3847,6606,0,21504,0,8,3894,991,883,1062,-451,-531,800,1370,783,1354,-514
"2026-01-30",45,29123,31221,26944,3832,6606,0,21504,0,7,4045,664,469,1061,-446,-531,791,1026,380,1418,-514
"2026-01-30",46,27730,29738,25707,3817,6606,0,21504,0,10,4180,618,434,1060,-354,-531,790,981,353,1423,-513
"2026-01-30",47,26853,29144,24740,3766,6606,0,21504,0,315,4378,203,216,1063,-332,-531,530,943,301,1423,-513
"2026-01-30",48,25983,28371,23923,3715,6606,0,21504,0,412,4267,147,206,1064,-332,-531,520,945,303,1423,-513
"2026-01-31",1,26015,28464,23970,3710,6606,0,21504,0,472,4309,139,400,932,-332,-531,297,1025,528,1423,-514
"2026-01-31",2,26760,29206,24710,3704,6606,0,21504,0,470,4302,138,410,929,-332,-531,288,1035,536,1422,-513
"2026-01-31",3,26072,28704,24225,3670,6606,0,21504,0,655,4218,374,267,980,-332,-531,474,1029,334,1382,-514
"2026-01-31",4,25570,28230,23805,3636,6606,0,21504,0,735,4312,406,262,983,-332,-479,481,1028,325,1380,-514
"2026-01-31",5,25029,27793,23321,3552,6606,0,21504,0,796,4298,343,418,942,-332,-522,467,1019,445,1416,-514
"2026-01-31",6,24682,27450,23039,3467,6606,0,21504,0,792,4343,335,423,940,-332,-531,465,1022,449,1421,-513
"2026-01-31",7,24120,26787,22548,3397,6606,0,21504,0,730,4360,515,222,912,-332,-491,137,1079,344,1379,-514
"2026-01-31",8,22948,25752,21529,3327,6606,0,21504,0,928,4255,540,209,912,-332,-431,124,1087,338,1376,-513
"2026-01-31",9,22917,25849,21619,3256,6606,0,21504,0,1027,4255,459,277,884,-332,-459,181,1088,378,1421,-514
"2026-01-31",10,22839,25797,21499,3184,6606,0,21504,0,1068,4203,448,277,883,-332,-445,183,1104,379,1426,-513
"2026-01-31",11,22705,25443,21335,3153,6606,0,21504,0,1018,4042,232,96,842,-329,-294,326,1303,299,1426,-497
"2026-01-31",12,22851,25512,21520,3122,6606,0,21504,0,1009,4217,203,85,840,-397,-142,333,1332,292,1426,-513
"2026-01-31",13,24001,26021,22582,3073,6606,15,21504,0,546,4169,187,118,675,-346,-14,678,1390,257,1426,-514
"2026-01-31",14,24945,26863,23500,3023,6606,0,21504,0,395,4156,184,125,669,-409,0,692,1397,257,1424,-514
"2026-01-31",15,26220,27898,24663,2963,6606,0,21504,0,289,4641,373,299,474,-301,-1,620,1397,367,1357,-487
"2026-01-31",16,27315,29168,25583,2903,6606,1,21504,0,275,4537,399,319,466,-369,-96,617,1397,376,1353,-513
"2026-01-31",17,28885,30816,26941,2831,6606,244,21504,0,119,4813,785,617,392,-450,-248,433,1397,451,1368,-514
"2026-01-31",18,30003,31975,27880,2758,6606,1003,21504,0,13,4678,837,644,389,-451,-394,426,1397,462,1372,-514
"2026-01-31",19,30674,32771,28331,2644,6606,1918,21504,0,13,4232,804,882,557,-451,-519,487,1397,660,1416,-514
"2026-01-31",20,30661,32770,28175,2530,6606,2704,21504,0,13,3845,800,897,564,-451,-531,489,1397,679,1419,-514
"2026-01-31",21,30936,33045,28378,2417,6606,3702,21504,0,13,3599,927,870,849,-451,-531,613,1397,912,1419,-514
"2026-01-31",22,30921,33030,28267,2303,6606,4211,21504,0,13,3526,944,870,862,-451,-531,618,1398,927,1419,-514
"2026-01-31",23,30454,32562,27760,2231,6606,4493,21504,0,12,3331,853,930,705,-451,-531,667,1397,931,1419,-514
"2026-01-31",24,30274,32382,27532,2159,6606,4904,21504,0,12,3202,841,935,700,-451,-531,669,1397,933,1419,-514
"2026-01-31",25,30606,32714,27852,2079,6606,4428,21504,0,12,3158,975,989,991,-451,-531,851,1397,994,1419,-514
"2026-01-31",26,30714,32822,27949,1998,6606,4222,21504,0,12,2964,993,992,1003,-451,-531,857,1397,998,1419,-514
"2026-01-31",27,30997,33105,28179,1962,6606,4100,21504,0,12,2866,993,992,1041,-451,-531,1011,1397,998,1419,-514
"2026-01-31",28,31197,33306,28261,1926,6606,3429,21504,0,13,2703,993,992,1043,-451,-531,1017,1397,999,1419,-514
"2026-01-31",29,31427,33537,28493,1845,6606,2734,21504,0,14,2270,993,992,1043,-451,-531,998,1397,998,1405,-514
"2026-01-31",30,31904,34014,28979,1763,6606,2134,21504,0,14,1964,992,989,1042,-451,-531,989,1397,996,1403,-514
"2026-01-31",31,32721,34834,29780,1756,6606,1164,21504,0,17,2146,912,863,683,-451,-531,388,1397,924,1389,-514
"2026-01-31",32,33534,35646,30539,1749,6606,515,21504,0,16,1923,900,858,665,-451,-531,358,1397,921,1389,-514
"2026-01-31",33,34395,36509,31399,1794,6606,182,21504,0,18,1969,982,984,223,-451,-531,395,1397,994,1419,-514
"2026-01-31",34,35657,37765,32624,1839,6606,12,21504,0,12,2123,994,991,205,-451,-531,398,1397,998,1425,-514
"2026-01-31",35,37262,39367,34102,1862,6606,25,21504,0,10,2174,993,944,647,-450,-531,707,1397,984,1425,-514
"2026-01-31",36,37329,39434,34209,1884,6606,0,21504,0,10,2265,993,942,667,-450,-531,719,1397,984,1425,-514
"2026-01-31",37,37350,39453,34270,1871,6606,0,21504,0,8,2238,967,962,853,-450,-531,894,1397,983,1425,-514
"2026-01-31",38,36381,38488,33292,1858,6606,0,21504,0,11,1864,963,964,861,-451,-531,900,1397,983,1425,-514
"2026-01-31",39,35731,37836,32700,1871,6606,0,21504,0,9,1677,985,990,1005,-451,-531,993,1397,997,1425,-514
"2026-01-31",40,35076,37180,32091,1883,6606,0,21504,0,8,1867,989,992,1011,-451,-531,997,1397,998,1425,-514
"2026-01-31",41,34250,36354,31371,1848,6606,0,21504,0,8,2095,992,992,1010,-451,-531,987,1397,998,1425,-514
"2026-01-31",42,33042,35144,30199,1812,6606,0,21504,0,6,2267,992,992,1010,-451,-531,987,1397,997,1425,-514
"2026-01-31",43,31962,34064,29208,1775,6606,0,21504,0,6,2323,992,991,950,-451,-531,997,1397,984,1425,-514
"2026-01-31",44,30762,32851,28069,1738,6606,0,21504,0,6,2364,992,986,947,-451,-518,997,1397,979,1423,-514
"2026-01-31",45,29547,31511,27010,1698,6606,0,21504,0,6,2366,992,805,893,-451,-393,997,1397,812,1424,-514
"2026-01-31",46,28354,30145,26007,1657,6606,0,21504,0,6,2357,992,793,890,-430,-241,997,1397,804,1425,-514
"2026-01-31",47,27099,28892,24875,1600,6606,0,21504,0,6,2218,829,833,612,-446,-227,799,1397,885,1425,-514
"2026-01-31",48,26002,27810,23863,1542,6606,0,21504,0,6,2107,806,837,600,-451,-238,792,1397,891,1425,-513
"2026-02-01",1,26646,28354,24441,1491,6606,0,21504,0,6,2328,915,891,734,-451,-137,871,1397,926,1425,-514
"2026-02-01",2,27044,28631,24834,1440,6606,0,21504,0,6,2354,930,897,739,-451,-16,873,1397,930,1425,-514
"2026-02-01",3,26561,28167,24417,1365,6606,0,21504,0,6,2441,986,959,827,-451,-35,850,1397,994,1425,-514
"2026-02-01",4,26043,27621,23924,1289,6606,0,21504,0,6,2279,993,963,831,-451,-7,850,1397,998,1425,-514
"2026-02-01",5,25708,27364,23610,1248,6606,0,21504,0,6,2242,993,945,865,-451,-86,859,1397,998,1425,-513
"2026-02-01",6,25235,26813,23190,1206,6606,0,21504,0,6,2163,994,944,866,-451,-7,860,1397,998,1425,-514
"2026-02-01",7,24708,26372,22667,1165,6606,0,21504,0,117,2070,994,962,824,-433,0,827,1397,998,1425,-514
"2026-02-01",8,24171,26066,22081,1123,6606,0,21504,0,540,2251,993,964,820,-304,0,826,1397,997,1425,-451
"2026-02-01",9,23829,25613,21817,1075,6606,0,21504,0,546,2489,995,990,450,-189,0,680,1397,952,1425,-449
"2026-02-01",10,23589,25213,21607,1027,6606,0,21504,0,543,2402,994,992,426,-167,0,675,1397,949,1424,-314
"2026-02-01",11,23261,24598,21308,1000,6606,0,21504,0,545,2450,995,992,105,-28,0,519,1397,949,1377,-164
"2026-02-01",12,23044,24144,21091,972,6606,0,21504,0,474,2498,995,992,102,0,0,514,1397,950,1374,-26
"2026-02-01",13,23612,24522,21602,954,6606,0,21504,0,142,2313,986,992,-168,0,0,527,1397,950,1403,56
"2026-02-01",14,24097,24888,22101,936,6606,0,21504,0,10,2225,985,989,-181,0,0,527,1397,948,1406,118
"2026-02-01",15,25128,25737,23072,966,6606,0,21504,0,9,2247,912,901,359,56,0,264,1397,889,1420,200
"2026-02-01",16,26070,26679,23922,996,6606,0,21504,0,9,2062,901,896,403,25,0,253,1397,888,1420,177
"2026-02-01",17,27738,28347,25436,957,6606,31,21504,0,9,1983,983,940,534,109,0,395,1397,992,1420,152
"2026-02-01",18,28936,29546,26487,918,6606,267,21504,0,10,1669,994,945,540,21,0,400,1397,999,1420,26
"2026-02-01",19,30407,31180,27779,879,6606,667,21504,0,12,1523,993,989,750,-68,0,644,1397,998,1420,-93
"2026-02-01",20,31389,32352,28592,839,6606,1070,21504,0,12,1390,993,992,758,-154,0,654,1397,998,1420,-197
"2026-02-01",21,32306,33086,29271,791,6606,1591,21504,0,12,1223,992,992,1017,-31,0,1003,1397,998,1420,-137
"2026-02-01",22,32769,33621,29668,743,6606,1907,21504,0,10,1215,992,992,1027,0,0,1017,1397,998,1420,-242
"2026-02-01",23,33088,34145,29945,757,6606,2208,21504,0,10,1104,992,992,1052,-68,0,1017,1397,998,1420,-379
"2026-02-01",24,33629,34907,30441,770,6606,2243,21504,0,10,950,992,992,1053,-166,0,1017,1397,998,1420,-502
"2026-02-01",25,33802,35121,30618,765,6606,2148,21504,0,11,938,992,992,1055,-194,0,1017,1397,999,1419,-514
"2026-02-01",26,34466,35876,31222,760,6606,1815,21504,0,10,848,992,992,1056,-286,0,1017,1397,998,1417,-514
"2026-02-01",27,34682,36231,31405,739,6606,1701,21504,0,10,542,992,992,1056,-425,0,1017,1397,998,1420,-514
"2026-02-01",28,34724,36329,31316,717,6606,1625,21504,0,10,499,992,992,1056,-451,-30,1017,1397,998,1420,-514
"2026-02-01",29,34560,36309,31200,705,6606,1272,21504,0,12,467,992,992,1059,-451,-172,997,1397,999,1420,-514
"2026-02-01",30,34415,36273,31055,692,6606,1087,21504,0,11,383,992,992,1060,-451,-282,997,1397,999,1420,-514
"2026-02-01",31,35015,36993,31658,636,6606,822,21504,0,12,682,992,992,1060,-451,-401,997,1397,999,1420,-514
"2026-02-01",32,36144,38237,32763,579,6606,442,21504,0,7,774,992,992,1061,-451,-521,997,1397,999,1421,-514
"2026-02-01",33,36688,38790,33164,553,6606,148,21504,0,6,538,992,992,1059,-451,-531,997,1397,999,1420,-514
"2026-02-01",34,38039,40141,34438,526,6606,7,21504,0,6,707,992,992,1060,-451,-531,997,1397,999,1420,-514
"2026-02-01",35,39287,41389,35601,526,6606,0,21504,0,6,837,992,992,1058,-451,-531,997,1397,999,1420,-514
"2026-02-01",36,40064,42166,36319,525,6606,0,21504,0,6,938,992,992,1058,-451,-531,997,1397,999,1420,-514
"2026-02-01",37,39636,41738,35909,524,6606,0,21504,0,6,785,992,992,1061,-451,-531,997,1397,999,1424,-514
"2026-02-01",38,38454,40556,34824,522,6606,0,21504,0,6,764,992,992,1059,-451,-531,997,1397,999,1424,-514
"2026-02-01",39,37752,39860,34161,529,6606,0,21504,0,12,798,992,992,1060,-451,-531,997,1397,999,1424,-514
"2026-02-01",40,36451,38558,32951,535,6606,0,21504,0,11,637,992,992,1059,-451,-531,997,1397,999,1424,-514
"2026-02-01",41,35152,37256,31780,532,6606,0,21504,0,8,478,992,992,1057,-451,-531,996,1397,999,1424,-514
"2026-02-01",42,34440,36542,31200,529,6606,0,21504,0,6,482,992,992,1058,-451,-531,996,1397,999,1424,-514
"2026-02-01",43,32909,35011,29888,527,6606,0,21504,0,6,471,992,992,1058,-451,-531,913,1397,999,1424,-514
"2026-02-01",44,31743,33845,28771,524,6606,0,21504,0,6,416,992,992,1056,-451,-531,910,1397,999,1424,-514
"2026-02-01",45,30181,32283,27394,530,6606,0,21504,0,6,549,992,992,1055,-451,-531,981,1397,1000,1424,-514
"2026-02-01",46,28794,30898,26213,535,6606,0,21504,0,8,679,992,992,1056,-451,-531,984,1397,999,1424,-514
"2026-02-01",47,26999,29083,24500,552,6606,0,21504,0,8,750,992,992,1056,-451,-511,898,1397,999,1424,-514
"2026-02-01",48,25702,27594,23354,569,6606,0,21504,0,8,978,992,992,1056,-394,-376,895,1397,999,1423,-514
"2026-02-02",1,26130,27762,23779,621,6606,0,21504,0,8,1087,992,991,1052,-286,-224,936,1397,999,1359,-514
"2026-02-02",2,26908,28264,24610,673,6606,0,21504,0,8,1454,992,991,1051,-214,-71,937,1397,998,1356,-463
"2026-02-02",3,26665,28122,24436,733,6606,0,21504,0,8,1401,989,991,1050,-339,0,899,1397,984,1418,-510
"2026-02-02",4,26086,27523,23931,792,6606,0,21504,0,8,1410,988,990,1050,-315,0,896,1381,982,1420,-514
"2026-02-02",5,25591,27146,23493,868,6606,0,21504,0,8,1369,965,965,1049,-421,0,628,1178,947,1322,-526
"2026-02-02",6,25349,26869,23072,943,6606,0,21504,0,11,1218,961,963,1048,-395,0,618,1126,943,1313,-514
"2026-02-02",7,24559,26179,22407,1011,6606,0,21504,0,271,1536,800,943,1044,-247,0,543,793,880,1313,-502
"2026-02-02",8,24128,25495,22005,1079,6606,0,21504,0,285,1695,777,941,1043,-100,0,533,722,876,1312,-382
"2026-02-02",9,23728,25007,21614,1152,6606,0,21504,0,281,2076,470,905,716,-107,66,-61,350,924,1292,-230
"2026-02-02",10,23880,24951,21728,1225,6606,0,21504,0,283,2229,427,883,648,-19,144,-90,302,911,1286,-79
"2026-02-02",11,23926,25097,21809,1307,6606,0,21504,0,24,2554,-99,166,-159,56,144,-289,279,319,1216,67
"2026-02-02",12,24961,26226,22780,1388,6606,0,21504,0,7,2502,-189,122,-173,11,144,-296,258,280,1207,171
"2026-02-02",13,27164,28719,24818,1494,6606,0,21504,0,7,2465,-411,328,-116,0,144,-421,24,220,1077,153
"2026-02-02",14,30022,31616,27394,1599,6606,0,21504,0,7,2617,-441,339,-114,0,144,-426,-6,218,1065,197
"2026-02-02",15,33119,34173,30310,1640,6606,0,21504,0,8,2968,197,256,-160,0,81,-281,-5,252,982,197
"2026-02-02",16,34649,35696,31866,1680,6606,0,21504,0,10,3171,309,255,-161,0,0,-276,26,256,977,197
"2026-02-02",17,36324,37234,33341,1815,6606,15,21504,0,10,3163,398,414,199,0,0,-300,400,306,1030,197
"2026-02-02",18,36753,37663,33724,1950,6606,130,21504,0,10,3291,411,426,221,0,0,-300,475,319,1035,197
"2026-02-02",19,37776,38386,34662,2023,6606,388,21504,0,10,3035,560,458,715,0,0,19,849,659,1071,197
"2026-02-02",20,37860,38472,34727,2095,6606,628,21504,0,12,2795,580,469,739,0,0,32,890,678,1080,198
"2026-02-02",21,38014,38626,34834,2177,6606,838,21504,0,12,2827,513,774,944,1,0,38,825,593,1295,200
"2026-02-02",22,37644,38301,34500,2258,6606,1118,21504,0,57,2883,504,793,952,90,0,38,830,591,1303,200
"2026-02-02",23,37579,38348,34438,2442,6606,1330,21504,0,169,3127,809,723,1056,196,8,201,996,742,1072,200
"2026-02-02",24,37625,38392,34457,2625,6606,1371,21504,0,167,3533,852,724,1062,200,0,207,1009,755,1055,200
"2026-02-02",25,37816,38583,34636,2758,6606,1254,21504,0,167,3361,954,950,1062,149,0,221,908,874,1036,200
"2026-02-02",26,37784,38548,34665,2891,6606,1290,21504,0,164,3437,969,963,1062,191,0,221,866,880,1034,200
"2026-02-02",27,37532,38296,34484,3070,6606,1398,21504,0,164,3666,872,863,1060,200,0,201,492,793,994,200
"2026-02-02",28,37459,38223,34411,3248,6606,1246,21504,0,164,3722,859,852,1060,200,0,200,417,787,990,200
"2026-02-02",29,37725,38487,34662,3389,6606,763,21504,0,162,4079,828,712,1056,200,0,167,42,784,997,200
"2026-02-02",30,37986,38756,34979,3529,6606,617,21504,0,165,4223,824,708,913,200,0,165,-5,788,994,200
"2026-02-02",31,37496,38739,34544,3579,6606,354,21504,0,167,4345,910,901,-379,200,1,-92,-5,951,811,200
"2026-02-02",32,38308,39612,35292,3629,6606,169,21504,0,169,4549,922,916,-428,200,89,-102,-5,962,787,200
"2026-02-02",33,39149,40409,36171,3711,6606,47,21504,0,169,4739,985,987,-411,200,198,-75,-5,987,457,200
"2026-02-02",34,39888,41124,36853,3793,6606,3,21504,0,166,4857,994,985,-396,200,143,-74,16,983,447,200
"2026-02-02",35,41485,42253,38171,3793,6606,0,21504,0,166,4883,889,742,352,200,23,-2,261,787,1040,200
"2026-02-02",36,41660,42427,38226,3792,6606,0,21504,0,167,4759,874,722,395,200,0,1,289,773,1085,200
"2026-02-02",37,41258,42166,37977,3806,6606,0,21504,0,308,4638,843,620,740,200,0,265,266,723,1225,200
"2026-02-02",38,40362,41299,37280,3820,6606,0,21504,0,337,4614,838,622,754,200,0,275,266,726,1224,200
"2026-02-02",39,38883,39999,35978,3823,6606,0,21504,0,516,4007,974,951,532,200,63,10,296,967,801,200
"2026-02-02",40,37366,38537,34574,3826,6606,0,21504,0,571,3036,993,973,523,200,165,5,324,983,761,200
"2026-02-02",41,36619,37792,33957,3822,6606,0,21504,0,573,2568,981,953,805,200,203,502,638,969,614,200
"2026-02-02",42,34999,36174,32442,3817,6606,0,21504,0,575,2378,978,943,816,200,202,521,662,965,605,200
"2026-02-02",43,32750,33918,30457,3805,6606,0,21504,0,568,2425,853,686,775,200,203,82,470,870,686,200
"2026-02-02",44,31218,32387,29083,3793,6606,0,21504,0,569,2512,836,664,723,200,203,63,417,857,697,200
"2026-02-02",45,29269,30435,27212,3784,6606,0,21504,0,566,2507,719,537,105,200,202,271,42,605,797,200
"2026-02-02",46,28082,29736,26097,3775,6606,0,21504,0,1018,2635,703,524,102,200,148,277,-36,585,791,200
"2026-02-02",47,25832,28878,23985,3793,6606,0,21504,0,1348,3157,659,349,-608,200,41,-110,-380,452,290,200
"2026-02-02",48,25059,28449,23262,3811,6606,0,21504,0,1490,3221,653,342,-725,200,0,-126,-449,447,257,200
"2026-02-03",1,25068,28511,23254,3852,6606,0,21504,0,1435,2893,952,535,-723,200,34,116,-685,580,388,200
"2026-02-03",2,25942,29347,24138,3893,6606,0,21504,0,1336,3283,994,558,-723,200,147,126,-746,593,390,200
"2026-02-03",3,25922,29165,24085,3875,6606,0,21504,0,1347,3448,993,914,-564,200,96,196,-732,758,118,200
"2026-02-03",4,25257,27874,23420,3857,6606,0,21504,0,1352,2953,994,940,-560,200,147,199,-105,775,104,179
"2026-02-03",5,24466,28281,22790,3900,6606,0,21504,0,1318,3445,994,988,-954,200,25,123,-943,985,325,200
"2026-02-03",6,24123,28471,22417,3942,6606,0,21504,0,1327,3697,994,992,-971,200,0,120,-1450,997,347,200
"2026-02-03",7,23956,28211,22196,3966,6606,0,21504,0,1336,3744,994,992,-868,199,0,122,-1451,993,574,200
